score,id,Title,Parent,Parent Slug
42.4,13598,5 Top Candidates for a Mortgage Refinance: Are You One of Them?,150,home/refinance
42.1,3492,How to Decode Mortgage Words and Terms,146,home/mortgage
42,18207,"From Shopping to Close, LendingTree Study Finds Mortgage Process is Getting Faster",146,home/mortgage
41.9,13612,Mortgage Help: What to do if You Need Mortgage Assistance,146,home/mortgage
41.8,3532,Making a down payment,7449,home/mortgage/down-payment
41.7,5295,Lending Discrimination: What it Is and Isn't,146,home/mortgage
40.4,30278,Best Online Car-Buying Sites and Apps,99,auto
39.7,30031,Which Business Entity is Right for Your Company?,129,business
39.6,6043,How to Apply for a Small Business Loan: Your 9-Step Guide,7494,business/requirements
38.8,7917,HARP Housing: Loan Requirements and Alternatives,624,home/refinance/harp
38.4,5803,How interest rates affect credit,2206,credit-score
38.3,13489,The Complete Guide to Paying Back Student Loans,172,student/refinance
37.8,5811,What Does a Real Estate Lawyer Do?,146,home/mortgage
37.5,3424,What Sort of Low Income Home Loans Are Available?,146,home/mortgage
37.1,3534,Budgeting for closing: Costs and fees to get a mortgage,7457,home/mortgage/closing-costs
37,3501,Do I need a mortgage co-signer if I am self-employed?,146,home/mortgage
37,6079,How Will the Interest Rate Hike Affect Mortgages?,5299,home/mortgage/rates
36.8,2358,FHA Loan Interest Rates: How to Get Your Best Deal,27,home/fha
36.8,3561,Government Student Loans: Unsubsidized vs. Subsidized Student Loans,168,student
36.2,453,How to Find the Perfect Location for Your Small Business,129,business
36.1,28667,Wells Fargo Auto Loan: In-Depth Review,99,auto
36,22619,What Is a Debt Snowball?,138,debt-consolidation
35.8,8915,How to Compare Home Insurance Quotes,4825,insurance/home
35.6,13391,Four Steps to Building a Strong Business Credit Profile,129,business
35.5,2236,Learn How to Pay off Debt Fast,20369,credit-repair
35.5,7080,The Best Time for Selling Your House,146,home/mortgage
35.5,15686,Reverse Mortgage Line of Credit,234,home/reverse
35,6011,Is an ARM Mortgage Right for You?,146,home/mortgage
34.6,22648,8 Questions to Answer When Checking on the Financial Health of Your Business,129,business
34.2,21223,You’ll Need to Set Aside More Than a Down Payment When Getting a Mortgage: Here’s Why,146,home/mortgage
34.2,2321,AARP Reverse Mortgage: There Is No Such Thing!,234,home/reverse
33.9,3481,ARM Payment Calculator,146,home/mortgage
33.5,30092,"$26,881 in Savings Possible for Homebuyers Shopping Around for a Mortgage",5299,home/mortgage/rates
33.4,3509,Avoiding Loan Delays: How to Keep Your Loan From Being Derailed,146,home/mortgage
33.1,3076,Debt Management: 3 Things You Must Do After Consolidating Your Debt,138,debt-consolidation
33,5737,How To Buy A Car in 7 Steps,99,auto
32.8,5790,Car Value: Learn How to Determine a Cars Value,99,auto
32.8,680,How to Turn Your Small Business Into a Big Business: 6 Ways,129,business
32.3,5723,Inflation Threat to Mortgage Rates Continues to Grow,146,home/mortgage
31.9,3493,20 Questions to Ask Before You Pick a Home Loan,146,home/mortgage
31.7,6010,Bad Credit Score: 3 Things That Can Mess Up a Good Credit Score,2206,credit-score
31.1,21613,5 Ways to Eliminate Holiday Debt in 2018,138,debt-consolidation
30.8,17756,Student Loan Refinance Review: Education Loan Finance,172,student/refinance
30.3,18278,How Credit Card Debt Consolidation Works,7443,debt-consolidation/credit-card
30.2,2262,VA Loan Fees: What the Borrower is Not Responsible for Paying,154,home/va
29.9,664,How to Know When to Hire More People for Your Growing Business,129,business
29.4,686,4 Signs You're Ready to Quit Your Full-time Job to Pursue Your Small Business,129,business
29.3,9955,"Comparing Auto Loan Payments for 48, 60 and 72 Month Auto Loans",99,auto
29.2,2328,Beware: Younger Spouses and Reverse Mortgages,234,home/reverse
29.1,3394,The True Costs of Buying a Home,146,home/mortgage
29,1067,6 FAQs for Student Loan Income-Driven Repayment Plans,168,student
28.6,14709,USDA Income Limits,14515,home/usda/eligibility
28.6,13076,What is Renters Insurance?,4825,insurance/home
28.6,1064,Understanding Student Loan Limits,168,student
28.4,5789,How to Avoid Car Leasing Charges,99,auto
28.3,6057,Mortgage Rates: What to Expect in 2016,5299,home/mortgage/rates
28.2,1062,When Should I Consider Private Student Loan Consolidation?,17391,student/refinance/consolidation
27.7,2274,It IS Easy Being Green: VA Energy Efficient Mortgage,154,home/va
27.3,16054,Is a Home Equity Line of Credit Tax Deductible?,7471,home/home-equity/heloc
26.8,6100,Brexit: What Is It and Why Does It Matter?,5299,home/mortgage/rates
25.9,3340,Should You Refinance Your Home or Pay It Off?,150,home/refinance
25.6,3292,Lending Money to Family: Things to Consider,176,finance
25.5,992,3 Reasons to Refinance Your Parent PLUS Loan,172,student/refinance
25.4,15651,Using Home Repair Loans to Fix or Maintain a House,7430,home/home-equity/home-improvement
25.2,465,"Thank You for Your Service: VA Loans, Educational Assistance, and Other Veterans Administration Benefits",154,home/va
24.8,10162,How to Find Your Best Home Insurance Deal in 2017,4825,insurance/home
24.1,14849,LendingTree Launches Home Valuation Tool for My LendingTree,25,home
23.8,3461,How Much Mortgage Can You Afford?,146,home/mortgage
23.7,5806,How to Check Your Credit Report: Things You Should Be Looking For,2206,credit-score
23.6,3914,Small Business Loan Application Requirements: Private vs. Government,7494,business/requirements
23.6,3554,Step 4: Negotiating Home Sale Offers,146,home/mortgage
23.6,14168,Tips for Tackling Your Student Loan Amortization Schedule,172,student/refinance
23.5,697,5 Signs It's Time to Sell Your Business,129,business
22.7,3551,Five reasons to buy a home around the holidays,146,home/mortgage
22.6,2287,Q&A: What Is the Highest Credit Score Possible?,2206,credit-score
22.5,3420,"Mortgage Insurance: What, When, and Why",146,home/mortgage
21.7,6041,What Does My Credit Score Mean in 2017,2206,credit-score
21.6,15487,How Much Does College Cost? Understanding The Average Cost of College,168,student
21.5,3101,Benefits of Debt Consolidation,138,debt-consolidation
21.2,16867,SBA 7a Loan: The Most Popular Small Business Administration Loan,8015,business/sba
20.9,3408,How Much Shopping Around for a Mortgage Can Save You,146,home/mortgage
20.9,5774,Title Insurance: What You Pay When You Refinance,150,home/refinance
19.5,698,"What Small Business Owners Need to Know About Patents, Copyrights, and Trademarks",129,business
19.5,10158,How to Get Cheap Auto Insurance,160,insurance/auto
19.4,6045,What Does Charge Off Mean On Your Credit Report?,2206,credit-score
19.3,3520,Home buying mistakes,146,home/mortgage
19.2,8823,Consumer Loans: Explore Your Lending Options,176,finance
19.1,3528,Is that home price fair market value?,146,home/mortgage
18.7,7701,6 Things Debt-Free Families Have in Common,138,debt-consolidation
18.6,3950,Running a Small Business: Tips from Successful Business Owners,129,business
18.2,3853,4 Common Struggles for Small Business Owners,129,business
18.1,2255,5 House Hunting Tips for Veterans,154,home/va
18,3020,10 Tips for First Time Car Buyers,99,auto
17.8,5809,Prevent identity theft,2206,credit-score
17.6,7092,How to Save for a House,7449,home/mortgage/down-payment
17.6,938,How to Save on Car Insurance,160,insurance/auto
17.3,6067,What is a Promissory Note?,2206,credit-score
17.3,1054,Is a Direct Consolidation Loan the Best Move for You?,17391,student/refinance/consolidation
17.3,12802,The Ultimate Guide to Student Loan Forgiveness for Nurses,168,student
17,25855,"Competition among lenders was worth over $25,000 to borrowers last week",5299,home/mortgage/rates
16.6,2362,HUD Approved Housing Counselors: How They Help,27,home/fha
16.5,7795,5 Steps for Business Credit Repair,129,business
16.3,3077,5 Smart Ways to Get Out of Debt,138,debt-consolidation
16.2,3516,Ask an Expert: Buying and selling a home,146,home/mortgage
16.1,2361,FHA Mortgages: Are You Ready for Electronic Signatures?,27,home/fha
16,7617,6 Steps to Setting Up a Small Business,7494,business/requirements
16,8923,How Much Is Home Insurance?,4825,insurance/home
16,12787,How Do Student Loans Work? Here's Everything You Need to Know.,168,student
15.6,3926,How to Fund A Small Business,7494,business/requirements
15.5,3033,What Car Should I Buy?,99,auto
15.2,1121,How To Get an Online Business Loan,7494,business/requirements
15.2,13591,VA Home Loans and First-Time Homebuyers,154,home/va
15.1,8223,Your Guide to the Federal Perkins Loan Program,168,student
14.8,3450,Mortgage Down Payment Can Be Smaller Than You Think,7449,home/mortgage/down-payment
14.8,1053,5 Questions to Ask Before Choosing a College Major,168,student
14.5,13601,Refinance Rates: The Role of the Federal Reserve,150,home/refinance
14.3,7529,When Renting is Better than Buying a Home?,176,finance
14.3,12998,Understanding Home Warranty Insurance,4825,insurance/home
14,10154,Auto Insurance Discounts,160,insurance/auto
13.7,21252,How Much Car Can I Afford? Establishing a Car Buying Budget,99,auto
13.7,5820,Different Hoax for Different Folks: Mortgage Advertising Scams,2206,credit-score
13.5,29290,LendingTree Reveals Where Homebuyers See the Most Mortgage Lender Competition,146,home/mortgage
13.5,26522,How to Buy Your Dream Home in 1 Year,146,home/mortgage
13.4,2351,2015 FHA Appraisal Guide,27,home/fha
13.2,1938,Credit Card Rules to Know as Students Head Back to School,133,credit-cards/tips
13.2,3825,The Complete Guide to Graduate Student Loans,168,student
12.6,3308,6 Smart Ways to Leverage Your Home Equity,142,home/home-equity
12.5,667,How to Find a Free Office (Or One That is Extremely Cheap),129,business
12.1,6112,4 Important Things to Consider When Getting a Small Business Loan,8474,business/small
12.1,696,What to Do When Your Revenue Plateaus and You're Out of Ideas,129,business
11.6,20253,Discover Student Loans Review,168,student
11.4,982,Student Loan Refinance: Know Your Options,172,student/refinance
11.4,665,How to Shut Down a Failing Small Business,129,business
11.4,2349,Is an FHA Mortgage Overpriced?,27,home/fha
10.9,4832,Alternatives to Private Student Loan Forgiveness,172,student/refinance
10.9,474,Can You Refinance Federal Student Loans?,172,student/refinance
10.8,3477,15-Year Mortgages Can Mean Big Savings,146,home/mortgage
10.7,5817,Jumbo Rates Are Falling Down,146,home/mortgage
10.7,651,"HARP Requirements, Eligibility, & Qualifications",624,home/refinance/harp
10.3,3406,Will Mortgage Protection Insurance Benefit You?,146,home/mortgage
10.2,685,6 Ways to Research Your Competition,129,business
10.1,4087,FAFSA Application Guide: 7 Steps to Get Started,168,student
10.1,1061,Student Loan Deferment and Forbearance: What's the Difference?,168,student
10,5735,Allowance For Kids: How Much is too Much,176,finance
10,10014,Best Ways to Add Value to Your Home,7430,home/home-equity/home-improvement
9.8,30157,How to Find the Best Extended Car Warranty,99,auto
9.8,472,How to Apply for Federal Student Loans,168,student
9.6,15609,How Much Does a Car Cost?,99,auto
9.5,5193,Will Mortgage Underwriting Get Tougher?,146,home/mortgage
9.2,3390,Local Communities Work to Increase Real Estate Affordability,146,home/mortgage
9,1047,How to Get a Student Loan,168,student
9,17771,Connext Student Loan Refinancing Review,172,student/refinance
8.7,3371,"Refinancing can Save Money, but not for Long",150,home/refinance
8.5,7561,Guide to Student Grants – How and Where to Find Them,168,student
8.3,3448,Best Mortgages: How to Find Them,146,home/mortgage
8.3,986,7 Ways to Pay Off Your Student Loans Faster,172,student/refinance
8,666,How to Fire Ineffective Employees,129,business
8,3440,How Much Does it Cost to Sell a House?,7457,home/mortgage/closing-costs
8,3367,Why Waiting to Refinance Could Cost You $21k,150,home/refinance
7.6,7667,How to Buy a House with No Money Down,7449,home/mortgage/down-payment
7.4,3476,6 Mortgage shopping myths,146,home/mortgage
7.2,3376,Learn How to Refinance Jumbo Loans,150,home/refinance
7.2,13194,What Does Homeowners Insurance Cover? What Is Not Covered?,4825,insurance/home
7,6020,HARP Extension 2017: Act Soon,624,home/refinance/harp
6.9,989,What Are the Consequences of Defaulted Student Loans?,172,student/refinance
6.8,447,Should I Get a Loan for My New Powersport Vehicle?,117,auto/powersport
6.8,5754,How Your Checking Account Impacts Your Credit Score,2206,credit-score
6.8,22876,Which Loan Term Is Right for Your Refinance?,150,home/refinance
6.8,983,Can a Student Loan Refinance Make Homes More Affordable?,172,student/refinance
6.8,978,Options for Refinancing Student Loans: 3 Factors to Consider,172,student/refinance
6.7,5765,Survey: 44% of $100-149K Earners Live Paycheck to Paycheck,176,finance
6.7,3433,Does Your Lender Have Their Mortgage License?,146,home/mortgage
6.7,23693,Mortgage Rate Competition Index Widens,5299,home/mortgage/rates
6.6,13594,Refinancing a Home: Are Points a Rip-off?,150,home/refinance
6.6,6055,The History of Mortgage Rates: Then and Now,5299,home/mortgage/rates
6.5,6031,What Does a Mortgage Rate Spike Mean for Buyers and Sellers?,5299,home/mortgage/rates
6.4,1955,Tips to Help College Students Manage Credit Cards,133,credit-cards/tips
6.4,7823,9 Things That Can Boost the Cost of Selling a House,146,home/mortgage
6.4,3383,Rent or Buy a Home: Which Is More Affordable?,146,home/mortgage
6.4,13081,How Much Car Insurance Do I Need?,160,insurance/auto
6.3,17276,Supplementing Working Capital with a Working Capital Line of Credit,8024,business/working-capital
6.3,5177,Mortgage Fraud: Don't Be an Accidental Criminal,146,home/mortgage
6.3,937,Filing an Auto Insurance Claim,160,insurance/auto
6.1,3102,Using a Home Equity Loan for Debt Consolidation,138,debt-consolidation
6,661,10 Research Tools that Every Small Business Should Invest In,129,business
6,3518,10 Steps to Buying Your First Home,146,home/mortgage
6,3391,New Tax Credit for First-time Home Buyers Proposed on Capitol Hill,146,home/mortgage
6,3339,10 Best Refinancing Tips for Homeowners,150,home/refinance
6,652,Why You Need a HARP Refinance Now,624,home/refinance/harp
6,16679,How Does Consolidating Student Loans Affect Your Credit?,17391,student/refinance/consolidation
6,3061,How to Avoid Student Debt: A 5-Step Guide,168,student
6,10288,Student Loan Interest Deduction,168,student
5.8,5998,Why Jumbo Mortgage Rates Are Sagging,146,home/mortgage
5.8,479,Reverse Mortgage: What If You Enter Long Term Care?,234,home/reverse
5.6,3006,How to Get the Best Car Loan Available,99,auto
5.6,689,How Much Should You Pay Employees? 4 Ways to Know,129,business
5.6,5769,Types of Credit: Tips for Credit Improvement,2206,credit-score
5.6,1075,3 Situations You May Need a Private Student Loan,168,student
5.6,990,How Much Can You Save with a Student Loan Refinance?,172,student/refinance
5.5,29559,"$35,108 in Savings Possible for Refinance Borrowers From Shopping Around",5299,home/mortgage/rates
5.3,3550,What is Title Insurance?,146,home/mortgage
5.2,669,Bootstrapping Your Business: How to Start a Business with No Money,129,business
5.2,692,How to Boost Company Morale Without Giving Raises,129,business
5.2,16930,Why Understanding Business Line of Credit Requirements Will Make You a Better Candidate,8022,business/line-of-credit
5.2,3389,Inflation's Summer Vacation Is Good News for Mortgage Rates,146,home/mortgage
5.2,3388,Latest Figures Show Distressed Mortgages on the Wane,146,home/mortgage
5.2,3386,Mortgage Rates Too High for 41 Percent of All Current Borrowers,146,home/mortgage
5.2,7625,What You Need to Know About Student Debt,172,student/refinance
5.2,1073,What Happens When You Miss a Student Loan Payment?,172,student/refinance
5.2,997,3 Situations Where You May Want to Avoid Refinancing Your Student Loans,172,student/refinance
5.1,29511,Lightstream Auto Loan Review,99,auto
5,678,5 Tips for Avoiding a Cycle of Debt with Small Business Loans,8474,business/small
5,3084,Choosing a Debt Consolidation Solution in 2018,138,debt-consolidation
5,7853,How to Find Average Mortgage Rates,5299,home/mortgage/rates
5,29814,"$36,176 in Savings Possible for Refinance Borrowers From Shopping Around",5299,home/mortgage/rates
5,996,How to Refinance Law School Loans,172,student/refinance
4.8,16947,Equipment Leasing vs Equipment Financing: Which is Better?,8026,business/equipment
4.8,681,How to Market Your Small Business for Success,129,business
4.8,668,How to Prepare Your Small Business for Tax Season,129,business
4.8,695,5 Typical Growing Pains Small Businesses Will Have to Overcome,129,business
4.8,2339,Refinance an FHA Loan Easily with the Streamline Program,27,home/fha
4.8,5726,Inflation Looks Like a Bigger Threat to Mortgage Rates than the Fed,146,home/mortgage
4.8,7651,Interest-Only Mortgages: What Are They and Are They a Good Option?,146,home/mortgage
4.8,2303,How Reverse Mortgages Are Becoming Respectable,234,home/reverse
4.4,688,How Small Business Owners Should Pay Themselves,129,business
4.4,677,Signs It's Time to Think About Refinancing a Business Loan,129,business
4.4,6075,Should You Put Christmas on Credit This Year?,133,credit-cards/tips
4.4,5771,Credit Payment History: How it Affects Your Credit Score,2206,credit-score
4.4,5772,Debt Management Fail: Study Says 35 Percent of Americans in Default,19622,debt-relief
4.4,5182,New State Rankings Report Says Down Payment Amounts are Increasing,7449,home/mortgage/down-payment
4.4,3437,Mortgage News: Lender Complaints Decline,146,home/mortgage
4.4,3385,The Clock Is Ticking: Why You Should Buy a Home Now,146,home/mortgage
4.4,3446,Why the Mortgage Comparison Game Has Become Easier,146,home/mortgage
4.4,3247,Inflation Is Rising: Could Now Be the Time to Get a Personal Loan?,164,personal
4.4,993,Student Loan Relief: 5 Options to Keep in Mind,172,student/refinance
4,662,Who Should Inherit My Business?,129,business
4,12704,Debt Help: What is the definition of debt?,138,debt-consolidation
4,11811,Debt Help: Where Do I Start?,138,debt-consolidation
4,3107,Setting Financial Goals,176,finance
3.6,3959,An Easy Way to Get New Business Loans,129,business
3.6,682,4 Tips on How Small Business Owners Can Create a Work-Life Balance,129,business
3.6,25902,Family Debt Management - Tackling Debt as a Couple,138,debt-consolidation
3.6,20042,"Holiday Shopping Survey Suggests Bigger Budgets, Selfless Spending and Mobile Shopping Among Parents this Holiday Season",176,finance
3.6,3384,Bank Staff Cuts Could Affect Shopping for Mortgages,146,home/mortgage
3.6,3460,Is There Life in the Housing Market Yet?,146,home/mortgage
3.6,6082,4 Things You Need to Know About the 2016 Mortgage Market,5299,home/mortgage/rates
3.6,3392,"Will Brexit Lead to Mortgage Opportunities, or Shut Them Down?",146,home/mortgage
3.6,1046,Millennials: Pay Off Student Loans or Save for Retirement?,168,student
3.3,2338,"8 Common Concerns: First Time Home Buyer Questions, Answered",27,home/fha
3.2,693,4 Marketing Mistakes to Avoid If You Want to Keep Growing Your Business,129,business
3.2,3444,"Buying a Home; Ready, Set, Move",146,home/mortgage
3.2,3458,FHA Loan Qualifications: What You Need to Know,146,home/mortgage
3.2,5815,Negotiating the Lowest Mortgage Interest Rates,5299,home/mortgage/rates
3.2,3447,Mortgage Types: Translation Please!,7455,home/mortgage/types
3.2,2275,What is a VA Loan? 8 Things You Must Know,7501,home/va/requirements
3.1,29092,"What Is a DBA, and When Should You File for One?",129,business
2.8,5757,Credit Score and Mortgage: Five Surprising Things You Don't Know,2206,credit-score
2.8,5999,Forecast: How Long Can Mortgage Rates Defy the Odds?,5299,home/mortgage/rates
2.8,3545,Title Insurance Basics,146,home/mortgage
2.4,2336,Millennial US Homeownership Rate on the Rebound,27,home/fha
2.4,6061,What if Mortgage Rates Went Back to the Future?,5299,home/mortgage/rates
2.4,3504,A Teaser Rate: Is that low interest rate too good to be true?,146,home/mortgage
2.4,6108,Why Now Is the Time to Refinance Your Mortgage,150,home/refinance
2.3,30048,"Personal Loans in Raleigh, N.C.",164,personal
2,3421,Mortgages: Loan Demand Soars with Rising Home Sales,146,home/mortgage
1.6,30405,What Is Automatic Stay in Bankruptcy?,23650,bankruptcy
1.6,5728,Brexit and Low Mortgage Rates for the Summer,5299,home/mortgage/rates
1.5,30319,A Small Business Owner’s Guide to Cash Flow Analysis,129,business
1.2,26945,Chapter 11 Bankruptcy: Understanding the Basics,23650,bankruptcy
0.8,3411,9 Ways To Save Money on Your Mortgage Before You Close,146,home/mortgage
0.4,30803,15 Best Business Apps for Entrepreneurs,129,business
0.4,23603,"Starts miss expectations, but uptrend remains intact",25,home
0.4,25036,"Competition among lenders was worth $26,000 to borrowers last week",5299,home/mortgage/rates
0.4,3402,5 Tips on Shortening Your House Hunt So You Can Buy Now,146,home/mortgage
0.4,3354,Should You Refinance with Your Current Lender?,150,home/refinance
0,30822,The Parent’s Guide to Buying a Car for a Teen Driver,99,auto
0,30773,New vs. Used RV Loans: What's the Difference?,121,auto/rv
0,30455,Understanding the COJ (Confession of Judgment),129,business
0,30537,Guide to Owning a Medical Practice,129,business
0,30827,The Different Types of Personal Guarantees for Your Business,7494,business/requirements
0,30834,How to Start a Restaurant: 18 Steps to Follow,129,business
0,30138,Can I Remove a Bankruptcy Filing From My Credit Report?,20369,credit-repair
0,20839,How To Get Out Of Credit Card Debt,7443,debt-consolidation/credit-card
0,30376,Debt Relief Options for Senior Citizens,138,debt-consolidation
0,457,Debt Restructuring VS Debt Consolidation,138,debt-consolidation
0,23222,Jobs growth strongest since July 2016 but wages disappoint,176,finance
0,2986,How to Make a Budget: Rules of Thumb,176,finance
0,21153,Jobs report adds to upward pressure on interest rates,176,finance
0,435,New FHFA Director May Change U.S. Housing Policy,27,home/fha
0,3332,HELOC Balloon Payments: Finding a Way Out,7471,home/home-equity/heloc
0,3310,Should You Use a Home Equity Loan for College Expenses?,142,home/home-equity
0,3333,7 Home Equity Loan Rules to Live by,142,home/home-equity
0,7994,How Does a Home Equity Loan Work?,142,home/home-equity
0,22558,Tax plan bites new home sales,25,home
0,3519,Choosing the best lender for your needs,146,home/mortgage
0,21717,Northeast Hints at Tax Weakness,146,home/mortgage
0,21732,Buyers rushed into high priced homes as tax threat loomed,146,home/mortgage
0,21587,"Sharp drop in starts is not a cause for concern, but starts are still lagging demand",146,home/mortgage
0,7067,How Much House Can I Afford?,146,home/mortgage
0,22508,Starts jump to highest since October 2016,146,home/mortgage
0,20689,Little near-term impact expected on mortgage rates from Fed action,146,home/mortgage
0,3544,4 Mortgage Tax Benefits You Get When Owning a Home,146,home/mortgage
0,3490,Negotiating a house purchase in today's market,146,home/mortgage
0,20863,Existing home sales at 11-year high,146,home/mortgage
0,20825,Single-family starts rise to 10-year high,146,home/mortgage
0,20912,"Wind, rain and fire drive new home sales to 10-year high",146,home/mortgage
0,5831,A 15 Year Mortgage Is a Benefits Bonanza,5299,home/mortgage/rates
0,5833,Advantages of a 15 Year Mortgage,5299,home/mortgage/rates
0,5814,Do Mortgage Rates Vary by Lender?,5299,home/mortgage/rates
0,30271,"$26,404 in Savings Possible for Homebuyers Shopping Around for a Mortgage",5299,home/mortgage/rates
0,5985,The 15-Year Fixed-Rate Refinance,5299,home/mortgage/rates
0,5548,Understanding Lender Fees,146,home/mortgage
0,3370,Is it Bad to Refinance Your Home Multiple Times?,150,home/refinance
0,3369,Cash Out Refinance For Home Improvement,7459,home/refinance/cash-out
0,3349,How to Refinance Rental Property,150,home/refinance
0,13587,Refinancing with Low Equity,150,home/refinance
0,3353,Should I Refinance My Mortgage: Rule of Thumb,150,home/refinance
0,3277,How to Get Approved for a Personal Loan by Improving Your Chances,164,personal
0,14687,Can You Take Out a Personal Loan for Infertility?,164,personal
0,6089,How to Negotiate Medical Bills,3113,personal/medical
0,10789,Protect Yourself From Credit Card Fraud,133,credit-cards/tips
0,12496,Credit Card Application 101,133,credit-cards/tips
0,12672,Debit Card 101: Everything You Need to Know,133,credit-cards/tips
0,12679,How to Protect Yourself from Credit Card Skimmers,133,credit-cards/tips
0,12714,What Is a Credit Card Authorization Form?,133,credit-cards/tips
0,12719,Best Credit Cards for Building Credit,133,credit-cards/tips
0,14733,How will a rate hike impact credit card holders? A Q&A with Chris Mettler,133,credit-cards/tips
0,17806,LendingTree Study Finds Time to Close Purchase Mortgage is Decreasing,176,finance
0,1939,5 Ways to Avoid Making a Late Payment On Your Credit Card,133,credit-cards/tips
0,1940,5 Things to Do Before You Close Your Credit Card,133,credit-cards/tips
0,1941,12 Tips for Using Credit Cards When Traveling,133,credit-cards/tips
0,1942,Can You Have Too Many Credit Cards?,133,credit-cards/tips
0,1943,"Merchants Give Up on CurrentC, Designed to Be an Alternative to Credit Cards",133,credit-cards/tips
0,1945,Chase Freedom Unlimited vs. Chase Freedom: How the Cards Compare,133,credit-cards/tips
0,1946,4 Ways Credit Cards Can Help You Be Generous to Others,133,credit-cards/tips
0,1947,"Can You ""Gift"" Credit Card Points to Family and Friends?",133,credit-cards/tips
0,1948,The Fight Continues Between Retailers and Payment Networks Over Credit Card Merchant Fees,133,credit-cards/tips
0,1949,5 Ways to Get Better Credit Card Rewards Redemptions,133,credit-cards/tips
0,1950,Should You Really Get an Airline Credit Card?,133,credit-cards/tips
0,1951,How to Get a Credit Card Issuer to Match a Higher Offer,133,credit-cards/tips
0,1952,5 Credit Card Myths You Should Ignore,133,credit-cards/tips
0,1953,The Impact of the Federal Funds Rate on Your Credit Card Interest Rates,133,credit-cards/tips
0,1954,6 Ways to Maximize Credit Card Points You Might Not Be Using,133,credit-cards/tips
0,1956,Can Getting Another Credit Card Affect My Credit Score?,133,credit-cards/tips
0,1957,How to Choose the Best Reward Credit Cards: Using Rewards Calculators,133,credit-cards/tips
0,1959,Credit Card Rates: 7 Ways to Beat Credit Card Companies at Their Own Game,133,credit-cards/tips
0,1960,Plastic Pageant: Credit Cards Beat Prepaid and Debit Cards,133,credit-cards/tips
0,1961,How Do Credit Cards and Grace Periods Work?,133,credit-cards/tips
0,1963,How To Choose A Secured Credit Card,133,credit-cards/tips
0,1964,Find the best credit card deals,133,credit-cards/tips
0,1965,Ask an expert: Credit card minimum payments,133,credit-cards/tips
0,1966,Teaching kids how to use credit cards,133,credit-cards/tips
0,1967,Tips for using credit cards,133,credit-cards/tips
0,1968,Using credit cards for large purchases,133,credit-cards/tips
0,1969,Using a Credit Card Wisely Can Improve Your Credit Score,133,credit-cards/tips
0,1970,"Points, Miles, or Cash: Which Credit Card Rewards Are Best for Me?",133,credit-cards/tips
0,1971,Choosing Airline Credit Cards,133,credit-cards/tips
0,1972,Best Credit Cards for People with Fair Credit,133,credit-cards/tips
0,1973,Our Best Credit Cards by Category,133,credit-cards/tips
0,1975,Q&A: What credit questions should you ask before heading overseas?,133,credit-cards/tips
0,1976,Options for Refinancing Your Credit Card Debt,133,credit-cards/tips
0,1977,How the number of credit cards you have impacts your credit score,133,credit-cards/tips
0,1978,Top 5 Credit Cards For Good Credit,133,credit-cards/tips
0,1979,The Best Business Credit Cards,133,credit-cards/tips
0,1980,How to Travel Like a Credit Card Points Pro,133,credit-cards/tips
0,1981,Q&A: Is It a Good Idea to Co-sign for a Credit Card for My Child?,133,credit-cards/tips
0,1982,"Q&A: If I Declare Bankruptcy, Will My Credit Card Debts Go Away?",133,credit-cards/tips
0,1983,How a Rewards Credit Card Can Save You Money,133,credit-cards/tips
0,1984,Credit Card Strategies: How to Use Credit Cards to Your Advantage,133,credit-cards/tips
0,1985,EMV Credit Cards: What You Need to Know,133,credit-cards/tips
0,1986,6 Best Cash Back Credit Cards,133,credit-cards/tips
0,1987,Which Credit Card is Best for Travel?,133,credit-cards/tips
0,1988,Should You Pay Your Taxes With a Credit Card?,133,credit-cards/tips
0,1989,Q&A: What to Do About a Late Credit Card Payment,133,credit-cards/tips
0,1990,5 Best Credit Cards of 2015,133,credit-cards/tips
0,1991,7 Best Rewards Credit Cards,133,credit-cards/tips
0,1992,4 Credit Cards with Epic Signup Bonuses,133,credit-cards/tips
0,1993,Secret Perks Your Rewards Credit Card Probably Offers,133,credit-cards/tips
0,1994,How to Maximize Your Chase Ultimate Rewards Points,133,credit-cards/tips
0,1995,10 Major Benefits of the Credit CARD Act of 2009,133,credit-cards/tips
0,1996,Want to Budget Smart? Try Using a Credit Card,133,credit-cards/tips
0,1998,How to Earn a Companion Pass Using the Southwest Rapid Rewards Credit Cards,133,credit-cards/tips
0,1999,4 Tips to Maximize Credit Card Rewards without Overspending,133,credit-cards/tips
0,2000,Top 5 EMV Chip Credit Cards to Consider,133,credit-cards/tips
0,2001,7 Best Credit Cards For Good Credit,133,credit-cards/tips
0,2002,How to Use Airline Fee Credits,133,credit-cards/tips
0,2003,Best First Credit Card,133,credit-cards/tips
0,2004,Credit Card Users to Gain More Control Over Their Accounts,133,credit-cards/tips
0,2005,5 Credit Cards Offering Travel Protection,133,credit-cards/tips
0,2006,Best Secured Business Credit Cards,133,credit-cards/tips
0,2007,How Your Credit Card Can Save You Money On Business Purchases,133,credit-cards/tips
0,2008,When Is Transferring a Credit Card Balance Worth It?,133,credit-cards/tips
0,2009,Credit Cards with Airport Lounge Access,133,credit-cards/tips
0,2010,The Ultimate Guide to Business Credit Cards,133,credit-cards/tips
